,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
174,3,Unidade da Federação,,,...,13,Amazonas,201604,4º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
175,3,Unidade da Federação,24,Cabeças,1617686,13,Amazonas,201701,1º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
176,3,Unidade da Federação,23,Mil dúzias,9223,13,Amazonas,201701,1º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
177,3,Unidade da Federação,,,...,13,Amazonas,201701,1º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
178,3,Unidade da Federação,24,Cabeças,1627852,13,Amazonas,201702,2º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
179,3,Unidade da Federação,23,Mil dúzias,9355,13,Amazonas,201702,2º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
180,3,Unidade da Federação,,,...,13,Amazonas,201702,2º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
181,3,Unidade da Federação,24,Cabeças,1665373,13,Amazonas,201703,3º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
182,3,Unidade da Federação,23,Mil dúzias,9736,13,Amazonas,201703,3º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
183,3,Unidade da Federação,,,...,13,Amazonas,201703,3º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
184,3,Unidade da Federação,24,Cabeças,1687291,13,Amazonas,201704,4º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
185,3,Unidade da Federação,23,Mil dúzias,9822,13,Amazonas,201704,4º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
186,3,Unidade da Federação,,,...,13,Amazonas,201704,4º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
187,3,Unidade da Federação,24,Cabeças,1676639,13,Amazonas,201801,1º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
188,3,Unidade da Federação,23,Mil dúzias,9552,13,Amazonas,201801,1º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
189,3,Unidade da Federação,23,Mil dúzias,9552,13,Amazonas,201801,1º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
190,3,Unidade da Federação,24,Cabeças,1705183,13,Amazonas,201802,2º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
191,3,Unidade da Federação,23,Mil dúzias,9927,13,Amazonas,201802,2º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
192,3,Unidade da Federação,23,Mil dúzias,9927,13,Amazonas,201802,2º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
193,3,Unidade da Federação,24,Cabeças,1841532,13,Amazonas,201803,3º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
194,3,Unidade da Federação,23,Mil dúzias,11404,13,Amazonas,201803,3º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
195,3,Unidade da Federação,23,Mil dúzias,11404,13,Amazonas,201803,3º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
196,3,Unidade da Federação,24,Cabeças,2033793,13,Amazonas,201804,4º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
197,3,Unidade da Federação,23,Mil dúzias,10919,13,Amazonas,201804,4º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
198,3,Unidade da Federação,23,Mil dúzias,10919,13,Amazonas,201804,4º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
199,3,Unidade da Federação,24,Cabeças,1846310,13,Amazonas,201901,1º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
200,3,Unidade da Federação,23,Mil dúzias,11150,13,Amazonas,201901,1º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
201,3,Unidade da Federação,23,Mil dúzias,11150,13,Amazonas,201901,1º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
202,3,Unidade da Federação,24,Cabeças,1805838,13,Amazonas,201902,2º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
203,3,Unidade da Federação,23,Mil dúzias,11344,13,Amazonas,201902,2º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
204,3,Unidade da Federação,23,Mil dúzias,11344,13,Amazonas,201902,2º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
205,3,Unidade da Federação,24,Cabeças,1884872,13,Amazonas,201903,3º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
206,3,Unidade da Federação,23,Mil dúzias,11458,13,Amazonas,201903,3º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
207,3,Unidade da Federação,23,Mil dúzias,11458,13,Amazonas,201903,3º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
208,3,Unidade da Federação,24,Cabeças,1842253,13,Amazonas,201904,4º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
209,3,Unidade da Federação,23,Mil dúzias,11657,13,Amazonas,201904,4º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
210,3,Unidade da Federação,23,Mil dúzias,11657,13,Amazonas,201904,4º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
211,3,Unidade da Federação,24,Cabeças,1941457,13,Amazonas,202001,1º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
212,3,Unidade da Federação,23,Mil dúzias,11285,13,Amazonas,202001,1º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
213,3,Unidade da Federação,23,Mil dúzias,11285,13,Amazonas,202001,1º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
214,3,Unidade da Federação,24,Cabeças,1930491,13,Amazonas,202002,2º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
215,3,Unidade da Federação,23,Mil dúzias,12419,13,Amazonas,202002,2º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
216,3,Unidade da Federação,23,Mil dúzias,12419,13,Amazonas,202002,2º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
217,3,Unidade da Federação,24,Cabeças,2022993,13,Amazonas,202003,3º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
218,3,Unidade da Federação,23,Mil dúzias,14839,13,Amazonas,202003,3º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
219,3,Unidade da Federação,23,Mil dúzias,14839,13,Amazonas,202003,3º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
220,3,Unidade da Federação,24,Cabeças,2022778,13,Amazonas,202004,4º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
221,3,Unidade da Federação,23,Mil dúzias,14738,13,Amazonas,202004,4º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
222,3,Unidade da Federação,23,Mil dúzias,14738,13,Amazonas,202004,4º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
223,3,Unidade da Federação,24,Cabeças,2069050,13,Amazonas,202101,1º trimestre 2021,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
224,3,Unidade da Federação,23,Mil dúzias,14873,13,Amazonas,202101,1º trimestre 2021,29,Quantidade de ovos produzidos,115236,Total do trimestre
225,3,Unidade da Federação,23,Mil dúzias,14873,13,Amazonas,202101,1º trimestre 2021,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
226,3,Unidade da Federação,24,Cabeças,207473,14,Roraima,201501,1º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
227,3,Unidade da Federação,23,Mil dúzias,1002,14,Roraima,201501,1º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
228,3,Unidade da Federação,,,...,14,Roraima,201501,1º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
229,3,Unidade da Federação,24,Cabeças,214140,14,Roraima,201502,2º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
230,3,Unidade da Federação,23,Mil dúzias,996,14,Roraima,201502,2º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
231,3,Unidade da Federação,,,...,14,Roraima,201502,2º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
232,3,Unidade da Federação,24,Cabeças,212807,14,Roraima,201503,3º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
233,3,Unidade da Federação,23,Mil dúzias,965,14,Roraima,201503,3º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
234,3,Unidade da Federação,,,...,14,Roraima,201503,3º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
235,3,Unidade da Federação,24,Cabeças,212000,14,Roraima,201504,4º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
236,3,Unidade da Federação,23,Mil dúzias,896,14,Roraima,201504,4º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
237,3,Unidade da Federação,,,...,14,Roraima,201504,4º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
238,3,Unidade da Federação,24,Cabeças,193667,14,Roraima,201601,1º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
239,3,Unidade da Federação,23,Mil dúzias,883,14,Roraima,201601,1º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
240,3,Unidade da Federação,,,...,14,Roraima,201601,1º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
241,3,Unidade da Federação,24,Cabeças,194667,14,Roraima,201602,2º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
242,3,Unidade da Federação,23,Mil dúzias,890,14,Roraima,201602,2º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
243,3,Unidade da Federação,,,...,14,Roraima,201602,2º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
244,3,Unidade da Federação,24,Cabeças,201000,14,Roraima,201603,3º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
245,3,Unidade da Federação,23,Mil dúzias,932,14,Roraima,201603,3º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
246,3,Unidade da Federação,,,...,14,Roraima,201603,3º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
247,3,Unidade da Federação,24,Cabeças,201333,14,Roraima,201604,4º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
248,3,Unidade da Federação,23,Mil dúzias,924,14,Roraima,201604,4º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
249,3,Unidade da Federação,,,...,14,Roraima,201604,4º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
250,3,Unidade da Federação,24,Cabeças,206333,14,Roraima,201701,1º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
251,3,Unidade da Federação,23,Mil dúzias,923,14,Roraima,201701,1º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
252,3,Unidade da Federação,,,...,14,Roraima,201701,1º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
253,3,Unidade da Federação,24,Cabeças,205000,14,Roraima,201702,2º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
254,3,Unidade da Federação,23,Mil dúzias,906,14,Roraima,201702,2º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
255,3,Unidade da Federação,,,...,14,Roraima,201702,2º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
256,3,Unidade da Federação,24,Cabeças,207333,14,Roraima,201703,3º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
257,3,Unidade da Federação,23,Mil dúzias,886,14,Roraima,201703,3º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
258,3,Unidade da Federação,,,...,14,Roraima,201703,3º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
259,3,Unidade da Federação,24,Cabeças,193667,14,Roraima,201704,4º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
260,3,Unidade da Federação,23,Mil dúzias,872,14,Roraima,201704,4º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
261,3,Unidade da Federação,,,...,14,Roraima,201704,4º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
262,3,Unidade da Federação,24,Cabeças,272333,14,Roraima,201801,1º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
263,3,Unidade da Federação,23,Mil dúzias,1137,14,Roraima,201801,1º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
264,3,Unidade da Federação,23,Mil dúzias,1137,14,Roraima,201801,1º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
265,3,Unidade da Federação,24,Cabeças,316426,14,Roraima,201802,2º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
266,3,Unidade da Federação,23,Mil dúzias,1359,14,Roraima,201802,2º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
267,3,Unidade da Federação,23,Mil dúzias,1359,14,Roraima,201802,2º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
268,3,Unidade da Federação,24,Cabeças,299358,14,Roraima,201803,3º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
269,3,Unidade da Federação,23,Mil dúzias,1356,14,Roraima,201803,3º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
270,3,Unidade da Federação,23,Mil dúzias,1356,14,Roraima,201803,3º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
271,3,Unidade da Federação,24,Cabeças,339934,14,Roraima,201804,4º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
272,3,Unidade da Federação,23,Mil dúzias,1454,14,Roraima,201804,4º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
