,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
568,3,Unidade da Federação,24,Cabeças,686928,22,Piauí,201803,3º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
569,3,Unidade da Federação,23,Mil dúzias,4179,22,Piauí,201803,3º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
570,3,Unidade da Federação,23,Mil dúzias,3587,22,Piauí,201803,3º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
571,3,Unidade da Federação,24,Cabeças,708473,22,Piauí,201804,4º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
572,3,Unidade da Federação,23,Mil dúzias,4118,22,Piauí,201804,4º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
573,3,Unidade da Federação,23,Mil dúzias,3487,22,Piauí,201804,4º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
574,3,Unidade da Federação,24,Cabeças,737582,22,Piauí,201901,1º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
575,3,Unidade da Federação,23,Mil dúzias,4213,22,Piauí,201901,1º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
576,3,Unidade da Federação,23,Mil dúzias,3678,22,Piauí,201901,1º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
577,3,Unidade da Federação,24,Cabeças,783584,22,Piauí,201902,2º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
578,3,Unidade da Federação,23,Mil dúzias,4690,22,Piauí,201902,2º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
579,3,Unidade da Federação,23,Mil dúzias,3945,22,Piauí,201902,2º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
580,3,Unidade da Federação,24,Cabeças,771640,22,Piauí,201903,3º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
581,3,Unidade da Federação,23,Mil dúzias,4527,22,Piauí,201903,3º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
582,3,Unidade da Federação,23,Mil dúzias,3764,22,Piauí,201903,3º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
583,3,Unidade da Federação,24,Cabeças,718966,22,Piauí,201904,4º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
584,3,Unidade da Federação,23,Mil dúzias,4144,22,Piauí,201904,4º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
585,3,Unidade da Federação,23,Mil dúzias,3475,22,Piauí,201904,4º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
586,3,Unidade da Federação,24,Cabeças,745003,22,Piauí,202001,1º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
587,3,Unidade da Federação,23,Mil dúzias,4222,22,Piauí,202001,1º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
588,3,Unidade da Federação,23,Mil dúzias,3733,22,Piauí,202001,1º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
589,3,Unidade da Federação,24,Cabeças,725720,22,Piauí,202002,2º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
590,3,Unidade da Federação,23,Mil dúzias,4422,22,Piauí,202002,2º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
591,3,Unidade da Federação,23,Mil dúzias,3929,22,Piauí,202002,2º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
592,3,Unidade da Federação,24,Cabeças,756700,22,Piauí,202003,3º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
593,3,Unidade da Federação,23,Mil dúzias,4475,22,Piauí,202003,3º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
594,3,Unidade da Federação,23,Mil dúzias,3821,22,Piauí,202003,3º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
595,3,Unidade da Federação,24,Cabeças,739230,22,Piauí,202004,4º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
596,3,Unidade da Federação,23,Mil dúzias,4357,22,Piauí,202004,4º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
597,3,Unidade da Federação,23,Mil dúzias,3666,22,Piauí,202004,4º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
598,3,Unidade da Federação,24,Cabeças,800375,22,Piauí,202101,1º trimestre 2021,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
599,3,Unidade da Federação,23,Mil dúzias,4620,22,Piauí,202101,1º trimestre 2021,29,Quantidade de ovos produzidos,115236,Total do trimestre
600,3,Unidade da Federação,23,Mil dúzias,3978,22,Piauí,202101,1º trimestre 2021,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
601,3,Unidade da Federação,24,Cabeças,4587446,23,Ceará,201501,1º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
602,3,Unidade da Federação,23,Mil dúzias,26759,23,Ceará,201501,1º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
603,3,Unidade da Federação,,,...,23,Ceará,201501,1º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
604,3,Unidade da Federação,24,Cabeças,4579552,23,Ceará,201502,2º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
605,3,Unidade da Federação,23,Mil dúzias,26423,23,Ceará,201502,2º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
606,3,Unidade da Federação,,,...,23,Ceará,201502,2º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
607,3,Unidade da Federação,24,Cabeças,4553376,23,Ceará,201503,3º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
608,3,Unidade da Federação,23,Mil dúzias,26084,23,Ceará,201503,3º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
609,3,Unidade da Federação,,,...,23,Ceará,201503,3º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
610,3,Unidade da Federação,24,Cabeças,4628572,23,Ceará,201504,4º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
611,3,Unidade da Federação,23,Mil dúzias,26683,23,Ceará,201504,4º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
612,3,Unidade da Federação,,,...,23,Ceará,201504,4º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
613,3,Unidade da Federação,24,Cabeças,5394766,23,Ceará,201601,1º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
614,3,Unidade da Federação,23,Mil dúzias,30548,23,Ceará,201601,1º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
615,3,Unidade da Federação,,,...,23,Ceará,201601,1º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
616,3,Unidade da Federação,24,Cabeças,5729605,23,Ceará,201602,2º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
617,3,Unidade da Federação,23,Mil dúzias,32843,23,Ceará,201602,2º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
618,3,Unidade da Federação,,,...,23,Ceará,201602,2º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
619,3,Unidade da Federação,24,Cabeças,6022898,23,Ceará,201603,3º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
620,3,Unidade da Federação,23,Mil dúzias,35185,23,Ceará,201603,3º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
621,3,Unidade da Federação,,,...,23,Ceará,201603,3º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
622,3,Unidade da Federação,24,Cabeças,6179118,23,Ceará,201604,4º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
623,3,Unidade da Federação,23,Mil dúzias,36321,23,Ceará,201604,4º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
624,3,Unidade da Federação,,,...,23,Ceará,201604,4º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
625,3,Unidade da Federação,24,Cabeças,6433059,23,Ceará,201701,1º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
626,3,Unidade da Federação,23,Mil dúzias,35828,23,Ceará,201701,1º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
627,3,Unidade da Federação,,,...,23,Ceará,201701,1º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
628,3,Unidade da Federação,24,Cabeças,6641102,23,Ceará,201702,2º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
629,3,Unidade da Federação,23,Mil dúzias,35877,23,Ceará,201702,2º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
630,3,Unidade da Federação,,,...,23,Ceará,201702,2º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
631,3,Unidade da Federação,24,Cabeças,6592075,23,Ceará,201703,3º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
632,3,Unidade da Federação,23,Mil dúzias,37652,23,Ceará,201703,3º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
633,3,Unidade da Federação,,,...,23,Ceará,201703,3º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
634,3,Unidade da Federação,24,Cabeças,6805816,23,Ceará,201704,4º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
635,3,Unidade da Federação,23,Mil dúzias,37558,23,Ceará,201704,4º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
636,3,Unidade da Federação,,,...,23,Ceará,201704,4º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
637,3,Unidade da Federação,24,Cabeças,7042428,23,Ceará,201801,1º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
638,3,Unidade da Federação,23,Mil dúzias,40115,23,Ceará,201801,1º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
639,3,Unidade da Federação,23,Mil dúzias,38194,23,Ceará,201801,1º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
640,3,Unidade da Federação,24,Cabeças,7169532,23,Ceará,201802,2º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
641,3,Unidade da Federação,23,Mil dúzias,41307,23,Ceará,201802,2º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
642,3,Unidade da Federação,23,Mil dúzias,39063,23,Ceará,201802,2º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
643,3,Unidade da Federação,24,Cabeças,7161268,23,Ceará,201803,3º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
644,3,Unidade da Federação,23,Mil dúzias,42639,23,Ceará,201803,3º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
645,3,Unidade da Federação,23,Mil dúzias,40153,23,Ceará,201803,3º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
646,3,Unidade da Federação,24,Cabeças,8119629,23,Ceará,201804,4º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
647,3,Unidade da Federação,23,Mil dúzias,48525,23,Ceará,201804,4º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
648,3,Unidade da Federação,23,Mil dúzias,46366,23,Ceará,201804,4º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
649,3,Unidade da Federação,24,Cabeças,8186172,23,Ceará,201901,1º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
650,3,Unidade da Federação,23,Mil dúzias,49738,23,Ceará,201901,1º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
651,3,Unidade da Federação,23,Mil dúzias,47309,23,Ceará,201901,1º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
652,3,Unidade da Federação,24,Cabeças,8151081,23,Ceará,201902,2º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
653,3,Unidade da Federação,23,Mil dúzias,50398,23,Ceará,201902,2º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
654,3,Unidade da Federação,23,Mil dúzias,47958,23,Ceará,201902,2º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
655,3,Unidade da Federação,24,Cabeças,8393089,23,Ceará,201903,3º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
656,3,Unidade da Federação,23,Mil dúzias,51586,23,Ceará,201903,3º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
657,3,Unidade da Federação,23,Mil dúzias,48688,23,Ceará,201903,3º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
658,3,Unidade da Federação,24,Cabeças,8339258,23,Ceará,201904,4º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
659,3,Unidade da Federação,23,Mil dúzias,51234,23,Ceará,201904,4º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
660,3,Unidade da Federação,23,Mil dúzias,48639,23,Ceará,201904,4º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
661,3,Unidade da Federação,24,Cabeças,8364076,23,Ceará,202001,1º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
662,3,Unidade da Federação,23,Mil dúzias,51303,23,Ceará,202001,1º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
663,3,Unidade da Federação,23,Mil dúzias,48596,23,Ceará,202001,1º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
664,3,Unidade da Federação,24,Cabeças,8630190,23,Ceará,202002,2º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
665,3,Unidade da Federação,23,Mil dúzias,52104,23,Ceará,202002,2º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
666,3,Unidade da Federação,23,Mil dúzias,49307,23,Ceará,202002,2º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
667,3,Unidade da Federação,24,Cabeças,8647769,23,Ceará,202003,3º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
668,3,Unidade da Federação,23,Mil dúzias,53411,23,Ceará,202003,3º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
669,3,Unidade da Federação,23,Mil dúzias,50216,23,Ceará,202003,3º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
670,3,Unidade da Federação,24,Cabeças,8916086,23,Ceará,202004,4º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
671,3,Unidade da Federação,23,Mil dúzias,55041,23,Ceará,202004,4º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
672,3,Unidade da Federação,23,Mil dúzias,52165,23,Ceará,202004,4º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
673,3,Unidade da Federação,24,Cabeças,9261134,23,Ceará,202101,1º trimestre 2021,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
674,3,Unidade da Federação,23,Mil dúzias,56138,23,Ceará,202101,1º trimestre 2021,29,Quantidade de ovos produzidos,115236,Total do trimestre
675,3,Unidade da Federação,23,Mil dúzias,53470,23,Ceará,202101,1º trimestre 2021,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
676,3,Unidade da Federação,24,Cabeças,1054364,24,Rio Grande do Norte,201501,1º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
677,3,Unidade da Federação,23,Mil dúzias,6693,24,Rio Grande do Norte,201501,1º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
678,3,Unidade da Federação,,,...,24,Rio Grande do Norte,201501,1º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
679,3,Unidade da Federação,24,Cabeças,1038838,24,Rio Grande do Norte,201502,2º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
680,3,Unidade da Federação,23,Mil dúzias,6615,24,Rio Grande do Norte,201502,2º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
681,3,Unidade da Federação,,,...,24,Rio Grande do Norte,201502,2º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
682,3,Unidade da Federação,24,Cabeças,1074638,24,Rio Grande do Norte,201503,3º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
683,3,Unidade da Federação,23,Mil dúzias,6767,24,Rio Grande do Norte,201503,3º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
684,3,Unidade da Federação,,,...,24,Rio Grande do Norte,201503,3º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
685,3,Unidade da Federação,24,Cabeças,1088619,24,Rio Grande do Norte,201504,4º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
686,3,Unidade da Federação,23,Mil dúzias,6812,24,Rio Grande do Norte,201504,4º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
687,3,Unidade da Federação,,,...,24,Rio Grande do Norte,201504,4º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
688,3,Unidade da Federação,24,Cabeças,1200719,24,Rio Grande do Norte,201601,1º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
689,3,Unidade da Federação,23,Mil dúzias,6739,24,Rio Grande do Norte,201601,1º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
690,3,Unidade da Federação,,,...,24,Rio Grande do Norte,201601,1º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
691,3,Unidade da Federação,24,Cabeças,1374982,24,Rio Grande do Norte,201602,2º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
692,3,Unidade da Federação,23,Mil dúzias,7653,24,Rio Grande do Norte,201602,2º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
693,3,Unidade da Federação,,,...,24,Rio Grande do Norte,201602,2º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
694,3,Unidade da Federação,24,Cabeças,1369114,24,Rio Grande do Norte,201603,3º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
695,3,Unidade da Federação,23,Mil dúzias,8193,24,Rio Grande do Norte,201603,3º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
696,3,Unidade da Federação,,,...,24,Rio Grande do Norte,201603,3º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
697,3,Unidade da Federação,24,Cabeças,1335280,24,Rio Grande do Norte,201604,4º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
698,3,Unidade da Federação,23,Mil dúzias,8545,24,Rio Grande do Norte,201604,4º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
699,3,Unidade da Federação,,,...,24,Rio Grande do Norte,201604,4º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
700,3,Unidade da Federação,24,Cabeças,1297004,24,Rio Grande do Norte,201701,1º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
701,3,Unidade da Federação,23,Mil dúzias,8456,24,Rio Grande do Norte,201701,1º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
702,3,Unidade da Federação,,,...,24,Rio Grande do Norte,201701,1º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
703,3,Unidade da Federação,24,Cabeças,1338394,24,Rio Grande do Norte,201702,2º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
704,3,Unidade da Federação,23,Mil dúzias,8306,24,Rio Grande do Norte,201702,2º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
705,3,Unidade da Federação,,,...,24,Rio Grande do Norte,201702,2º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
706,3,Unidade da Federação,24,Cabeças,1316637,24,Rio Grande do Norte,201703,3º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
707,3,Unidade da Federação,23,Mil dúzias,8329,24,Rio Grande do Norte,201703,3º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
708,3,Unidade da Federação,,,...,24,Rio Grande do Norte,201703,3º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
709,3,Unidade da Federação,24,Cabeças,1372811,24,Rio Grande do Norte,201704,4º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
710,3,Unidade da Federação,23,Mil dúzias,8651,24,Rio Grande do Norte,201704,4º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
711,3,Unidade da Federação,,,...,24,Rio Grande do Norte,201704,4º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
712,3,Unidade da Federação,24,Cabeças,1420374,24,Rio Grande do Norte,201801,1º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
713,3,Unidade da Federação,23,Mil dúzias,8615,24,Rio Grande do Norte,201801,1º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
714,3,Unidade da Federação,23,Mil dúzias,8615,24,Rio Grande do Norte,201801,1º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
715,3,Unidade da Federação,24,Cabeças,1445892,24,Rio Grande do Norte,201802,2º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
716,3,Unidade da Federação,23,Mil dúzias,8913,24,Rio Grande do Norte,201802,2º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
717,3,Unidade da Federação,23,Mil dúzias,8913,24,Rio Grande do Norte,201802,2º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
718,3,Unidade da Federação,24,Cabeças,1432303,24,Rio Grande do Norte,201803,3º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
719,3,Unidade da Federação,23,Mil dúzias,8928,24,Rio Grande do Norte,201803,3º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
720,3,Unidade da Federação,23,Mil dúzias,8928,24,Rio Grande do Norte,201803,3º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
721,3,Unidade da Federação,24,Cabeças,1460568,24,Rio Grande do Norte,201804,4º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
722,3,Unidade da Federação,23,Mil dúzias,9345,24,Rio Grande do Norte,201804,4º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
723,3,Unidade da Federação,23,Mil dúzias,9345,24,Rio Grande do Norte,201804,4º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
724,3,Unidade da Federação,24,Cabeças,1426856,24,Rio Grande do Norte,201901,1º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
725,3,Unidade da Federação,23,Mil dúzias,8679,24,Rio Grande do Norte,201901,1º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
726,3,Unidade da Federação,23,Mil dúzias,8679,24,Rio Grande do Norte,201901,1º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
727,3,Unidade da Federação,24,Cabeças,1370171,24,Rio Grande do Norte,201902,2º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
728,3,Unidade da Federação,23,Mil dúzias,8553,24,Rio Grande do Norte,201902,2º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
729,3,Unidade da Federação,23,Mil dúzias,8553,24,Rio Grande do Norte,201902,2º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
730,3,Unidade da Federação,24,Cabeças,1393871,24,Rio Grande do Norte,201903,3º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
731,3,Unidade da Federação,23,Mil dúzias,8406,24,Rio Grande do Norte,201903,3º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
732,3,Unidade da Federação,23,Mil dúzias,8406,24,Rio Grande do Norte,201903,3º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
733,3,Unidade da Federação,24,Cabeças,1423440,24,Rio Grande do Norte,201904,4º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
734,3,Unidade da Federação,23,Mil dúzias,8592,24,Rio Grande do Norte,201904,4º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
735,3,Unidade da Federação,23,Mil dúzias,8592,24,Rio Grande do Norte,201904,4º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
736,3,Unidade da Federação,24,Cabeças,1477783,24,Rio Grande do Norte,202001,1º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
737,3,Unidade da Federação,23,Mil dúzias,8631,24,Rio Grande do Norte,202001,1º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
738,3,Unidade da Federação,23,Mil dúzias,8631,24,Rio Grande do Norte,202001,1º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
